,기준금리
2022-01-11,0.9999999999999999
2022-01-18,0.9999999999999999
2022-01-25,0.9999999999999999
2022-02-01,0.9999999999999999
2022-02-08,0.9999999999999999
2022-02-15,0.9999999999999999
2022-02-22,0.9999999999999999
2022-03-01,1.0
2022-03-08,0.9999999999999999
2022-03-15,0.9999999999999999
2022-03-22,0.9999999999999999
2022-03-29,0.9999999999999999
