,상대습도
2022-01-11,63.44110015098175
2022-01-18,59.595134646367455
2022-01-25,78.365945659019
2022-02-01,60.66024269434631
2022-02-08,55.14734921853653
2022-02-15,64.01434375100531
2022-02-22,55.73559660196203
2022-03-01,68.48085304259202
2022-03-08,73.29055862720689
2022-03-15,69.69516983129417
2022-03-22,63.8469774660744
2022-03-29,63.44184218852658
