,평균온도
2022-01-11,-5.902689887584764
2022-01-18,1.7355056011370396
2022-01-25,6.572498082340048
2022-02-01,2.1797161274528287
2022-02-08,2.811746202640798
2022-02-15,5.606031916926513
2022-02-22,5.2143025936182426
2022-03-01,6.946483044746063
2022-03-08,7.400618383091926
2022-03-15,10.362272518430272
2022-03-22,10.019114623693433
2022-03-29,13.013701089858843
