,착공지수
2022-01-11,0.0
2022-01-18,0.0
2022-01-25,0.0
2022-02-01,0.27141613828490596
2022-02-08,0.699662773502914
2022-02-15,0.6754611098970373
2022-02-22,0.6063437602813732
2022-03-01,0.6209116183233079
2022-03-08,0.7677979043573303
2022-03-15,0.7852608174322756
2022-03-22,0.802806157661701
2022-03-29,0.8091673990766179
