,일강수량
2022-01-11,0.0
2022-01-18,0.0
2022-01-25,1.2436430972147796
2022-02-01,0.7738686611245542
2022-02-08,0.0
2022-02-15,0.0
2022-02-22,0.0
2022-03-01,7.077477683680942
2022-03-08,0.0
2022-03-15,1.442740841575681
2022-03-22,0.07146264608695985
2022-03-29,3.7532671573651553
