,최심적설
2022-01-11,0.3607222462963935
2022-01-18,0.18626471688228408
2022-01-25,0.10830867254877469
2022-02-01,0.06278306681363961
2022-02-08,0.16092413063826844
2022-02-15,0.38924050043436237
2022-02-22,0.30060927342125754
2022-03-01,0.04118058333857555
2022-03-08,0.04193458395985877
2022-03-15,0.013187012558824297
2022-03-22,0.0023848983691776896
2022-03-29,0.0
