"제품코드","product_cnt","제품명","약식품번(제품번호와같이키값으로사용)"
PEMA113048100,1,PEMA-HR1500아성(남원),775252
PEMA023069403,1,PEMA-HR1000천마(홍성),805165
PEMA013080012,1,PEMA-HR1000한일(김포),808834
PEMA033067600,1,PEMA-HR1000진남(여수),804550
PEMA023048800,1,PEMA-HR1500아산(순천),775244
PEMA023129500,1,PEMA-HR1500두원(순천),808885
PEMA013101600,1,PEMA-HR1000쌍용(춘천),805179
PEMA023001400,1,PEMA-HR1500거산(임실),774815
PEMA013061400,1,PEMA-SR2000장헌(당진),805342
PEMA013117800,1,PEMA-HR1000에스피(동서울),806907
PEMA033023200,1,PEMA-SR3000F동양(광주),805514
PEMA013130400,1,PEMA-PR2000영풍(음성),808710
PEMA013119900,1,PEMA-HR1000성심(양양),807292
PEMA013080109,1,PEMA-HR1000한일(청주),774743
PEMA143001100,1,PEMA-HR1000영월(영월),780609
PEMA013130800,1,PEMA-HR1000양양(양양),808763
PEMA023101600,1,PEMA-SR3000F쌍용(춘천),807720
PEMA013103910,1,PEMA-HR1000에스엔엘산업(동해),808301
PEMA043019000,1,PEMA-HR1000대호(군산),774188
PEMA043060400,1,PEMA-HR1500일성(순천),808884
PEMA013078001,1,PEMA-HR1000한라(담양),774727
TSN4012007529,1,PEMA-SN400 삼호(순천),808826
PEMA013132700,1,PEMA-SR2000 나라(서산),808972
PEMA013132000,1,PEMA-HR1000 동성(포항),808912
PEMA013078020,1,PEMA-HR1000한라엔컴(화성),807467
PEMA143027400,1,CSA4000미륭(부산),805091
TSN4012000305,1,PEMA-SN400강릉(일산),808404
PEMA043069401,1,PEMA-SR3000F천마(서울),769039
TSN4012000306,1,PEMA-SN400 강릉(파주),808955
TSN4012006104,1,PEMA-SN400산하(보은),807145
PEMA013080110,1,PEMA-HR1000한일(화성),805781
PCA031024602,1,SRE-110콜롬비아,808083
PEMA413022500,1,PEMA-HR1500쌍용(창원),781311
TSN4012056000,1,PEMA-SN400관악(광주),807942
PEMA013127700,1,PEMA-HR1000남도(광주),808372
PEMA033061000,1,PEMA-SR2000일진(양평),807553
PEMA023083401,1,PEMA-HR1000한양(무안),807307
PEMA363048300,1,PEMA-HR1000제일(홍성),766778
PEMA013015800,1,PEMA-HR1000대연(전주),774153
PEMA043109600,1,PEMA-SR3000F홈센타(대구),808752
PEMA013059605,1,PEMA-HR1000이순(동두천),808765
PEMA013019702,1,PEMA-HR1000덕원(평택),805066
PEMA023076500,1,PEMA-HR1000한국(예천),805681
PEMA013125600,1,CSA5000케이씨(여주),808037
PEMA333048200,1,PEMA-SR2000신창(포항),782639
PEMA013012300,1,PEMA-HR1000대덕(담양),808358
PEMA033085300,1,PEMA-SR3000F흥국(미사리),769160
SSA013035315,1,AE삼표(오산),808545
PEMA013126700,1,PEMA-HR1500합천(합천),808280
PEMA013038600,1,PEMA-SR3000F서전(서산),806193
TSN4012014108,1,PEMA-SN400 대우(청양),808971
TSN4012039105,1,PEMA-SN400 하남(철원),808929
PEMA043103800,1,PEMA-SR2000에스지이(인천)구.경인,808775
PEMA043072101,1,PEMA-SR5000F태명(천안),808092
PEMA013085100,1,PEMA-HR1000효신(파주),807512
PEMA023103700,1,CSA5000 고려(화성),808994
PEMA023040605,1,CSA5000성신(용인),804056
PEMA023117800,1,PEMA-SR3000F 에스피(동서울),808999
PEMA013035306,1,PEMA-HR1000삼표(청원),774401
PEMA033105800,1,PEMA-HR1500 대동(영양),808974
PEMA013056200,1,PEMA-HR1000와이앤피(영덕),805734
PEMA063057600,1,CSA5000F/A대현씨엠(김해),779421
PEMA033006000,1,PEMA-HR1000구미(구미),805942
PEMA043078010,1,PEMA-HR1000S 한라(용인),809026
PEMA013113800,1,PEMA-580FX영남씨앤씨(경주),806419
PEMA013105100,1,CSA5000삼우(경산),805505
PEMA043116900,1,CSA5000찬우(김해),808738
PEMA063021700,1,PEMA-SR5000F동서(부산)-저점성,783746
PEMA063024801,1,PEMA-SR2000A동진(수원),808713
PEMA033007400,1,PEMA-SR3000F금남(여수),808883
PEMA043040601,1,CSA5000성신(구리),804045
PEMA023132100,1,PEMA-SP1000대보(합천),808877
PEMA053023002,1,PEMA-HR1000동양(남포항),805905
PEMA013120900,1,PEMA-HR1000녹색(영덕),807475
PEMA023035307,1,PEMA-HR1500삼표(풍납),808517
PEMA023031200,1,PEMA-HR1000산양(진해),780414
PEMA013047900,1,PEMA-HR1000신흥(목포),774487
PEMA013050405,1,PEMA-HR1000아주(비봉),766444
PEMA023074200,1,PEMA-HR1000팔마(완주),774680
PEMA043077300,1,PEMA-HR1000한기(연기),804993
PEMA033040300,1,PEMA-CR1000성신(공주),806741
PEMA053056800,1,PEMA-HR1500용호(울산),805330
PEMA033041000,1,PEMA-HR1000성원(완주),808575
PEMA023124800,1,PEMA-SR3000F한화(포항),808019
PEMA033120100,1,PEMA-SR3000F 성우(영동),809028
PEMA013058620,1,PEMA-HR1000유진(군산),804943
PEMA023005600,1,PEMA-HR1000광주알엠씨(장성),806061
PEMA083046501,1,PEMA-HR1500신일(아산),808294
SSA013089210,1,AE고려(공주),808285
PEMA013035303,1,PEMA-HR1000삼표(성수),765978
PEMA013133400,1,CSA5000 창원(하동),808990
PEMA023030801,1,PEMA-SR3000F부일(회동동),783367
PEMA073046501,1,PEMA-HR1000신일(아산)지연형첨가,806752
PEMA013091400,1,PEMA-HR1500호남(여수),804537
PEMA013129300,1,PEMA-HR1500항도렉스콘(양산),808637
TSN4012039101,1,PEMA-SN400 하남(파주),807080
PEMA023039502,1,PEMA-HR1000선일(안양),804340
PEMA013127100,1,PEMA-HR1500서벽(경주),808386
PEMA013129600,1,CSA4000대양(청주),808588
PEMA013048000,1,PEMA-PR2000신흥(김해),807891
PEMA013116100,1,PEMA-HR1000추부(금산),806726
PEMA023126100,1,PEMA-HR1000서호(태안),808243
PEMA013075900,1,PEMA-HR1000한국(고령),780748
PEMA013035310,1,PEMA-HR1000삼표(여주),804761
PEMA013013100,1,PEMA-HR1000대림(장성),774129
PEMA013022400,1,PEMA-HR1000동아(함안),780297
PEMA013114900,1,PEMA-SR2000대경(군위),806599
PEMA013035311,1,PEMA-HR1000삼표(안양),804924
PEMA223048300,1,PEMA-HR1000서원(태안),766057
PEMA013106300,1,PEMA-HR1000강원(강릉),805670
TSN4012008116,1,PEMA-SN400 서천(화도),808534
TSN4012036402,1,PEMA-SN400네오그린(전주),807974
TSN4012001214,1,PEMA-SN400구산(하남),806675
PEMA043066700,1,PEMA-SR2000중원(광주),807276
PEMA013100700,1,PEMA-HR1000모현(세종),805101
TSN4012016102,1,PEMA-SN400경동(파주),808215
TSN4012026905,1,PEMA-SN400대련(일산),808394
TSN4012020803,1,PEMA-SN400현이앤씨(청주),806983
PEMA033042801,1,PEMA-HR1000세종(화성),807547
PEMA043031600,1,PEMA-PCM2000미래(평택),808724
